Position_Open,Position_Close,Market,Return
20-Jan-2006 17:00:00,20-Jan-2006 20:00:00,stock_2,0.11961231524491
02-Feb-2006 18:30:00,02-Feb-2006 20:00:00,stock_2,0.0198545898047565
14-Feb-2006 19:30:00,14-Feb-2006 20:00:00,stock_2,-0.00665089219855683
18-Apr-2006 17:30:00,18-Apr-2006 20:00:00,stock_2,0.115008836901189
11-May-2006 17:30:00,11-May-2006 20:00:00,stock_2,0.102537614451804
17-May-2006 16:30:00,17-May-2006 20:00:00,stock_2,0.124057679001897
08-Jun-2006 17:00:00,08-Jun-2006 20:00:00,stock_2,-0.341901601591739
15-Jun-2006 16:30:00,15-Jun-2006 20:00:00,stock_2,0.251997574898793
21-Jun-2006 17:30:00,21-Jun-2006 20:00:00,stock_2,0.0337854958265644
12-Jul-2006 18:00:00,12-Jul-2006 20:00:00,stock_2,0.185728938043418
13-Jul-2006 15:30:00,13-Jul-2006 20:00:00,stock_2,0.194055636319213
19-Jul-2006 15:30:00,19-Jul-2006 20:00:00,stock_2,0.383375121631499
24-Jul-2006 15:30:00,24-Jul-2006 20:00:00,stock_2,0.21371629452932
28-Jul-2006 16:30:00,28-Jul-2006 20:00:00,stock_2,0.0156254978961644
01-Aug-2006 15:30:00,01-Aug-2006 20:00:00,stock_2,-0.0287302767925638
02-Aug-2006 17:30:00,02-Aug-2006 20:00:00,stock_2,-0.0981630535973824
14-Aug-2006 17:00:00,14-Aug-2006 20:00:00,stock_2,-0.221695883478673
15-Aug-2006 15:00:00,15-Aug-2006 20:00:00,stock_2,0.165159078305562
06-Sep-2006 17:00:00,06-Sep-2006 20:00:00,stock_2,0.0741821446717434
04-Oct-2006 19:30:00,04-Oct-2006 20:00:00,stock_2,0.0488024000341663
17-Oct-2006 16:30:00,17-Oct-2006 20:00:00,stock_2,-0.159677135216973
06-Nov-2006 15:30:00,06-Nov-2006 20:00:00,stock_2,0.118828509556668
27-Nov-2006 16:30:00,27-Nov-2006 20:00:00,stock_2,0.103925622467952
29-Nov-2006 16:30:00,29-Nov-2006 20:00:00,stock_2,0
01-Dec-2006 19:30:00,01-Dec-2006 20:00:00,stock_2,0.0508876371256292
04-Dec-2006 19:00:00,04-Dec-2006 20:00:00,stock_2,0.0385987071705371
14-Dec-2006 18:30:00,14-Dec-2006 20:00:00,stock_2,0.0594003784693115
03-Jan-2007 19:30:00,03-Jan-2007 20:00:00,stock_2,0.213936898399744
05-Jan-2007 16:30:00,05-Jan-2007 20:00:00,stock_2,-0.0688643089376043
11-Jan-2007 17:30:00,11-Jan-2007 20:00:00,stock_2,-0.0415364048774616
25-Jan-2007 19:00:00,25-Jan-2007 20:00:00,stock_2,0.0166156113303915
09-Feb-2007 19:30:00,09-Feb-2007 20:00:00,stock_2,0.0803167918826945
14-Feb-2007 19:00:00,14-Feb-2007 20:00:00,stock_2,0.0200375841041523
27-Feb-2007 15:00:00,27-Feb-2007 20:00:00,stock_2,1.57721786733733
28-Feb-2007 15:30:00,28-Feb-2007 20:00:00,stock_2,-0.0757775488884217
01-Mar-2007 15:00:00,01-Mar-2007 20:00:00,stock_2,-0.923864416757197
02-Mar-2007 18:30:00,02-Mar-2007 20:00:00,stock_2,-0.0577778239961577
06-Mar-2007 15:00:00,06-Mar-2007 20:00:00,stock_2,0.309970366702966
08-Mar-2007 15:00:00,08-Mar-2007 20:00:00,stock_2,-0.00689521801866594
13-Mar-2007 16:30:00,13-Mar-2007 20:00:00,stock_2,0.446306467131052
14-Mar-2007 16:30:00,14-Mar-2007 20:00:00,stock_2,-0.493320752743615
19-Mar-2007 15:00:00,19-Mar-2007 20:00:00,stock_2,0.08831178417906
21-Mar-2007 19:00:00,21-Mar-2007 20:00:00,stock_2,-0.0138238806220786
26-Mar-2007 16:30:00,26-Mar-2007 20:00:00,stock_2,-0.189254327935088
28-Mar-2007 16:00:00,28-Mar-2007 20:00:00,stock_2,0.0295015786572037
03-Apr-2007 16:00:00,03-Apr-2007 20:00:00,stock_2,0
16-Apr-2007 16:00:00,16-Apr-2007 20:00:00,stock_2,0.0498041355292106
02-May-2007 19:00:00,02-May-2007 20:00:00,stock_2,0
10-May-2007 17:00:00,10-May-2007 20:00:00,stock_2,0.0425371477507572
24-May-2007 19:30:00,24-May-2007 20:00:00,stock_2,0.0764540009291854
05-Jun-2007 17:30:00,05-Jun-2007 20:00:00,stock_2,-0.0621296468877348
06-Jun-2007 16:00:00,06-Jun-2007 20:00:00,stock_2,0.0158939961344167
07-Jun-2007 18:00:00,07-Jun-2007 20:00:00,stock_2,0.126572184319098
08-Jun-2007 19:30:00,08-Jun-2007 20:00:00,stock_2,0.0204817125125724
12-Jun-2007 16:00:00,12-Jun-2007 20:00:00,stock_2,-0.11367029643979
13-Jun-2007 19:30:00,13-Jun-2007 20:00:00,stock_2,0.171681958776189
15-Jun-2007 15:30:00,15-Jun-2007 20:00:00,stock_2,-0.0133630195009727
22-Jun-2007 17:30:00,22-Jun-2007 20:00:00,stock_2,-0.110213466005743
02-Jul-2007 19:00:00,02-Jul-2007 20:00:00,stock_2,0.00668167318394396
10-Jul-2007 19:00:00,10-Jul-2007 20:00:00,stock_2,0.00823950228751154
12-Jul-2007 16:30:00,12-Jul-2007 20:00:00,stock_2,0.198527945412488
18-Jul-2007 17:00:00,18-Jul-2007 20:00:00,stock_2,-0.0132301466533111
20-Jul-2007 16:30:00,20-Jul-2007 20:00:00,stock_2,-0.0520692410381628
24-Jul-2007 19:00:00,24-Jul-2007 20:00:00,stock_2,0.206584282932565
26-Jul-2007 15:00:00,26-Jul-2007 20:00:00,stock_2,1.17853183871929
27-Jul-2007 17:00:00,27-Jul-2007 20:00:00,stock_2,-0.304560257827644
30-Jul-2007 15:30:00,30-Jul-2007 20:00:00,stock_2,0.178649175870354
03-Aug-2007 15:30:00,03-Aug-2007 20:00:00,stock_2,0.282361698718106
07-Aug-2007 19:00:00,07-Aug-2007 20:00:00,stock_2,0.0336744255427197
08-Aug-2007 15:30:00,08-Aug-2007 20:00:00,stock_2,0.0986908461668987
09-Aug-2007 15:00:00,09-Aug-2007 20:00:00,stock_2,0.745941957368447
10-Aug-2007 15:00:00,10-Aug-2007 20:00:00,stock_2,-0.0659030546449971
13-Aug-2007 15:00:00,13-Aug-2007 20:00:00,stock_2,-0.0458752400799841
14-Aug-2007 16:00:00,14-Aug-2007 20:00:00,stock_2,0.195423622148321
16-Aug-2007 15:00:00,16-Aug-2007 20:00:00,stock_2,0.00802436416146624
17-Aug-2007 15:00:00,17-Aug-2007 20:00:00,stock_2,0
20-Aug-2007 18:00:00,20-Aug-2007 20:00:00,stock_2,-0.27490034770485
22-Aug-2007 15:00:00,22-Aug-2007 20:00:00,stock_2,-0.0946371753504002
28-Aug-2007 15:00:00,28-Aug-2007 20:00:00,stock_2,0.318330453298371
29-Aug-2007 17:00:00,29-Aug-2007 20:00:00,stock_2,0.0470681975137702
31-Aug-2007 15:00:00,31-Aug-2007 20:00:00,stock_2,0.0347160950597279
04-Sep-2007 18:30:00,04-Sep-2007 20:00:00,stock_2,0.121549240705795
05-Sep-2007 15:00:00,05-Sep-2007 20:00:00,stock_2,0.144191387065341
07-Sep-2007 15:00:00,07-Sep-2007 20:00:00,stock_2,0.372231254128811
10-Sep-2007 16:30:00,10-Sep-2007 20:00:00,stock_2,-0.405646462440552
11-Sep-2007 16:00:00,11-Sep-2007 20:00:00,stock_2,0.119115627670436
13-Sep-2007 18:30:00,13-Sep-2007 20:00:00,stock_2,-0.0761391376675893
18-Sep-2007 19:30:00,18-Sep-2007 20:00:00,stock_2,0.339817396348971
19-Sep-2007 15:00:00,19-Sep-2007 20:00:00,stock_2,-0.100896800341963
01-Oct-2007 17:00:00,01-Oct-2007 20:00:00,stock_2,0.16418718480121
05-Oct-2007 17:00:00,05-Oct-2007 20:00:00,stock_2,0.157711015436218
15-Oct-2007 16:30:00,15-Oct-2007 20:00:00,stock_2,0.102289001391937
19-Oct-2007 16:00:00,19-Oct-2007 20:00:00,stock_2,0.335525481230087
24-Oct-2007 16:00:00,24-Oct-2007 20:00:00,stock_2,-0.216518859481178
26-Oct-2007 19:30:00,26-Oct-2007 20:00:00,stock_2,0.0148245558849311
31-Oct-2007 16:30:00,31-Oct-2007 20:00:00,stock_2,0.165244984498948
01-Nov-2007 15:00:00,01-Nov-2007 20:00:00,stock_2,0.951284062464618
05-Nov-2007 19:00:00,05-Nov-2007 20:00:00,stock_2,-0.0733591866398641
07-Nov-2007 15:00:00,07-Nov-2007 20:00:00,stock_2,0.474618987917305
08-Nov-2007 18:00:00,08-Nov-2007 20:00:00,stock_2,-0.194507677579267
09-Nov-2007 15:00:00,09-Nov-2007 20:00:00,stock_2,-0.572698733840911
13-Nov-2007 15:00:00,13-Nov-2007 20:00:00,stock_2,0.51551726272979
15-Nov-2007 18:00:00,15-Nov-2007 20:00:00,stock_2,0.308885525526716
19-Nov-2007 16:00:00,19-Nov-2007 20:00:00,stock_2,0.00893431022066808
20-Nov-2007 16:00:00,20-Nov-2007 20:00:00,stock_2,-0.896120572089099
21-Nov-2007 15:00:00,21-Nov-2007 20:00:00,stock_2,-0.185586185044541
23-Nov-2007 17:00:00,23-Nov-2007 20:00:00,stock_2,0.138435548716721
27-Nov-2007 16:00:00,27-Nov-2007 20:00:00,stock_2,-0.293723442507702
28-Nov-2007 15:00:00,28-Nov-2007 20:00:00,stock_2,0.826169506211623
30-Nov-2007 15:00:00,30-Nov-2007 20:00:00,stock_2,-0.253090638489162
05-Dec-2007 15:00:00,05-Dec-2007 20:00:00,stock_2,0
12-Dec-2007 15:00:00,12-Dec-2007 20:00:00,stock_2,-1.21723776043239
13-Dec-2007 16:00:00,13-Dec-2007 20:00:00,stock_2,-0.213373671604804
17-Dec-2007 19:00:00,17-Dec-2007 20:00:00,stock_2,0.0325715451609537
21-Dec-2007 15:00:00,21-Dec-2007 20:00:00,stock_2,0.246847459015891
27-Dec-2007 17:30:00,27-Dec-2007 20:00:00,stock_2,0.0291723613085662
02-Jan-2008 16:30:00,02-Jan-2008 20:00:00,stock_2,0.194989594516242
04-Jan-2008 15:00:00,04-Jan-2008 20:00:00,stock_2,0.557515663409265
08-Jan-2008 15:30:00,08-Jan-2008 20:00:00,stock_2,-0.491374267112998
11-Jan-2008 19:00:00,11-Jan-2008 20:00:00,stock_2,-0.0208304634948798
15-Jan-2008 15:00:00,15-Jan-2008 20:00:00,stock_2,0.536527680974804
16-Jan-2008 16:00:00,16-Jan-2008 20:00:00,stock_2,-0.517125564559861
17-Jan-2008 16:30:00,17-Jan-2008 20:00:00,stock_2,0.348728302252506
18-Jan-2008 17:00:00,18-Jan-2008 20:00:00,stock_2,-0.204081348443785
21-Jan-2008 15:00:00,21-Jan-2008 20:00:00,stock_2,1.34421132569355
22-Jan-2008 15:00:00,22-Jan-2008 20:00:00,stock_2,0.986165037742222
23-Jan-2008 15:00:00,23-Jan-2008 20:00:00,stock_2,-0.486386261303729
24-Jan-2008 19:30:00,24-Jan-2008 20:00:00,stock_2,-0.215533440022719
25-Jan-2008 15:00:00,25-Jan-2008 20:00:00,stock_2,-0.811580579495678
28-Jan-2008 19:30:00,28-Jan-2008 20:00:00,stock_2,-0.074404504454237
31-Jan-2008 17:00:00,31-Jan-2008 20:00:00,stock_2,0.207536757008409
01-Feb-2008 19:30:00,01-Feb-2008 20:00:00,stock_2,0.0812486435722871
04-Feb-2008 18:30:00,04-Feb-2008 20:00:00,stock_2,-0.00662893491946114
05-Feb-2008 15:00:00,05-Feb-2008 20:00:00,stock_2,0.687023095281808
07-Feb-2008 19:00:00,07-Feb-2008 20:00:00,stock_2,-0.3778425048731
12-Feb-2008 15:00:00,12-Feb-2008 20:00:00,stock_2,0.171487577176515
13-Feb-2008 18:30:00,13-Feb-2008 20:00:00,stock_2,0.0299124962213763
18-Feb-2008 16:00:00,18-Feb-2008 20:00:00,stock_2,0.095013546866525
20-Feb-2008 15:00:00,20-Feb-2008 20:00:00,stock_2,-0.66360460861416
22-Feb-2008 17:30:00,22-Feb-2008 20:00:00,stock_2,-0.0519633165455328
26-Feb-2008 18:00:00,26-Feb-2008 20:00:00,stock_2,0.0139112828172611
28-Feb-2008 16:30:00,28-Feb-2008 20:00:00,stock_2,-0.22112452673633
29-Feb-2008 15:00:00,29-Feb-2008 20:00:00,stock_2,0.508282900884338
04-Mar-2008 16:00:00,04-Mar-2008 20:00:00,stock_2,-0.0157288199976125
06-Mar-2008 15:30:00,06-Mar-2008 20:00:00,stock_2,0.194364142076109
07-Mar-2008 18:30:00,07-Mar-2008 20:00:00,stock_2,0.0673248584541801
10-Mar-2008 18:00:00,10-Mar-2008 20:00:00,stock_2,0.119139236259863
11-Mar-2008 15:00:00,11-Mar-2008 20:00:00,stock_2,1.15270797589294
13-Mar-2008 15:00:00,13-Mar-2008 20:00:00,stock_2,-1.50488374298161
14-Mar-2008 15:00:00,14-Mar-2008 20:00:00,stock_2,0.271531660560732
17-Mar-2008 15:30:00,17-Mar-2008 20:00:00,stock_2,-0.131478359012204
18-Mar-2008 15:00:00,18-Mar-2008 20:00:00,stock_2,1.19269459868796
19-Mar-2008 18:00:00,19-Mar-2008 20:00:00,stock_2,0.51053313822779
20-Mar-2008 15:00:00,20-Mar-2008 20:00:00,stock_2,0.504865969174196
24-Mar-2008 15:00:00,24-Mar-2008 20:00:00,stock_2,-0.0869483230469831
01-Apr-2008 15:00:00,01-Apr-2008 20:00:00,stock_2,0.83588333407722
07-Apr-2008 18:00:00,07-Apr-2008 20:00:00,stock_2,-0.342261033115344
09-Apr-2008 17:00:00,09-Apr-2008 20:00:00,stock_2,0.0668774120123008
11-Apr-2008 15:00:00,11-Apr-2008 20:00:00,stock_2,0.259764044026589
