Position_Open,Position_Close,Market,Return
07-Nov-2012 15:00:00,07-Nov-2012 20:00:00,bond_1,-0.257833173261325
20-Nov-2012 15:30:00,20-Nov-2012 20:00:00,bond_1,0.0222103660715368
28-Nov-2012 15:00:00,28-Nov-2012 20:00:00,bond_1,-0.43600961543045
03-Dec-2012 15:00:00,03-Dec-2012 20:00:00,bond_1,-0.209771158743096
05-Dec-2012 15:00:00,05-Dec-2012 20:00:00,bond_1,-0.313398376723782
06-Dec-2012 15:30:00,06-Dec-2012 20:00:00,bond_1,-0.251225273643185
21-Dec-2012 17:00:00,21-Dec-2012 20:00:00,bond_1,-0.0671232868298293
27-Dec-2012 15:30:00,27-Dec-2012 20:00:00,bond_1,0.175075099941432
02-Jan-2013 15:00:00,02-Jan-2013 20:00:00,bond_1,0.52397546490513
03-Jan-2013 19:30:00,03-Jan-2013 20:00:00,bond_1,0.424597405509418
04-Jan-2013 16:30:00,04-Jan-2013 20:00:00,bond_1,-0.186050761035226
10-Jan-2013 15:00:00,10-Jan-2013 20:00:00,bond_1,0.803148905673595
15-Jan-2013 15:00:00,15-Jan-2013 20:00:00,bond_1,-0.443149460959391
17-Jan-2013 15:00:00,17-Jan-2013 20:00:00,bond_1,-0.149109891984012
18-Jan-2013 16:00:00,18-Jan-2013 20:00:00,bond_1,0.234234518432127
23-Jan-2013 16:00:00,23-Jan-2013 20:00:00,bond_1,-0.336140843611244
25-Jan-2013 15:00:00,25-Jan-2013 20:00:00,bond_1,0.743305077486443
28-Jan-2013 15:00:00,28-Jan-2013 20:00:00,bond_1,-0.383722968759617
01-Feb-2013 15:00:00,01-Feb-2013 20:00:00,bond_1,-1.55871575997933
04-Feb-2013 15:00:00,04-Feb-2013 20:00:00,bond_1,1.24000999504973
05-Feb-2013 15:00:00,05-Feb-2013 20:00:00,bond_1,-0.586055774546607
13-Feb-2013 15:00:00,13-Feb-2013 20:00:00,bond_1,-0.0319814955378092
14-Feb-2013 15:00:00,14-Feb-2013 20:00:00,bond_1,0.248064734209299
21-Feb-2013 15:00:00,21-Feb-2013 20:00:00,bond_1,0.338324392312668
25-Feb-2013 15:00:00,25-Feb-2013 20:00:00,bond_1,1.91208719867147
26-Feb-2013 16:30:00,26-Feb-2013 20:00:00,bond_1,0.185718581879859
01-Mar-2013 15:00:00,01-Mar-2013 20:00:00,bond_1,0.117072731506638
07-Mar-2013 15:30:00,07-Mar-2013 20:00:00,bond_1,-0.553957735205971
08-Mar-2013 15:00:00,08-Mar-2013 20:00:00,bond_1,-0.843501754932403
12-Mar-2013 15:00:00,12-Mar-2013 20:00:00,bond_1,-0.104934459129883
18-Mar-2013 15:00:00,18-Mar-2013 20:00:00,bond_1,0.179789338731841
19-Mar-2013 16:00:00,19-Mar-2013 20:00:00,bond_1,-0.110184771597421
20-Mar-2013 15:00:00,20-Mar-2013 20:00:00,bond_1,0.17653513631609
25-Mar-2013 17:00:00,25-Mar-2013 20:00:00,bond_1,-0.394007027859413
27-Mar-2013 15:00:00,27-Mar-2013 20:00:00,bond_1,0
04-Apr-2013 18:30:00,04-Apr-2013 20:00:00,bond_1,0.109465341884311
12-Apr-2013 15:00:00,12-Apr-2013 20:00:00,bond_1,0.38999240471528
16-Apr-2013 15:00:00,16-Apr-2013 20:00:00,bond_1,0.067466435891438
17-Apr-2013 15:30:00,17-Apr-2013 20:00:00,bond_1,-0.0257034614350403
02-May-2013 15:00:00,02-May-2013 20:00:00,bond_1,-0.118866385514411
03-May-2013 15:00:00,03-May-2013 20:00:00,bond_1,0.258079876314839
07-May-2013 15:00:00,07-May-2013 20:00:00,bond_1,-0.0511360109170719
10-May-2013 15:00:00,10-May-2013 20:00:00,bond_1,1.06831079491125
15-May-2013 15:00:00,15-May-2013 20:00:00,bond_1,-0.0963138545889851
16-May-2013 16:30:00,16-May-2013 20:00:00,bond_1,-0.0664636827393247
21-May-2013 15:30:00,21-May-2013 20:00:00,bond_1,-0.553107995763261
28-May-2013 16:30:00,28-May-2013 20:00:00,bond_1,0.0233725829755472
03-Jun-2013 15:00:00,03-Jun-2013 20:00:00,bond_1,-1.04216215736496
06-Jun-2013 15:00:00,06-Jun-2013 20:00:00,bond_1,-1.28876444150503
07-Jun-2013 18:30:00,07-Jun-2013 20:00:00,bond_1,-0.132980794616896
10-Jun-2013 17:00:00,10-Jun-2013 20:00:00,bond_1,0.0223488993166945
13-Jun-2013 15:00:00,13-Jun-2013 20:00:00,bond_1,-0.194846389226558
14-Jun-2013 15:30:00,14-Jun-2013 20:00:00,bond_1,-0.19654593883976
20-Jun-2013 19:00:00,20-Jun-2013 20:00:00,bond_1,-0.406616957980467
21-Jun-2013 15:00:00,21-Jun-2013 20:00:00,bond_1,0.874089832372302
24-Jun-2013 15:00:00,24-Jun-2013 20:00:00,bond_1,-1.92012399843127
26-Jun-2013 15:00:00,26-Jun-2013 20:00:00,bond_1,0
27-Jun-2013 15:00:00,27-Jun-2013 20:00:00,bond_1,-0.31688353766591
28-Jun-2013 15:00:00,28-Jun-2013 20:00:00,bond_1,-1.15628415703861
