Position_Open,Position_Close,Market,Return
06-Jan-2006 15:00:00,06-Jan-2006 20:00:00,currency_2,0.374633948861974
16-Jan-2006 15:30:00,16-Jan-2006 20:00:00,currency_2,-0.0772392519061328
17-Jan-2006 16:00:00,17-Jan-2006 20:00:00,currency_2,-0.449692258952962
23-Jan-2006 15:00:00,23-Jan-2006 20:00:00,currency_2,-0.0507834396266932
25-Jan-2006 15:00:00,25-Jan-2006 20:00:00,currency_2,-0.184459219231311
26-Jan-2006 19:30:00,26-Jan-2006 20:00:00,currency_2,-0.0925102277050645
27-Jan-2006 17:30:00,27-Jan-2006 20:00:00,currency_2,0.0168407266682398
31-Jan-2006 17:30:00,31-Jan-2006 20:00:00,currency_2,-0.65075627692124
03-Feb-2006 15:00:00,03-Feb-2006 20:00:00,currency_2,-0.349193807197019
07-Feb-2006 15:00:00,07-Feb-2006 20:00:00,currency_2,-0.451871314899941
10-Feb-2006 15:00:00,10-Feb-2006 20:00:00,currency_2,-2.32121716453716
17-Feb-2006 15:00:00,17-Feb-2006 20:00:00,currency_2,-0.415431574330265
23-Feb-2006 15:00:00,23-Feb-2006 20:00:00,currency_2,0.260756199645107
27-Feb-2006 16:00:00,27-Feb-2006 20:00:00,currency_2,-0.113316166507746
06-Mar-2006 15:00:00,06-Mar-2006 20:00:00,currency_2,0.224357918678107
10-Mar-2006 15:00:00,10-Mar-2006 20:00:00,currency_2,0.0683960432913406
14-Mar-2006 15:00:00,14-Mar-2006 20:00:00,currency_2,0.526248466818388
17-Mar-2006 16:30:00,17-Mar-2006 20:00:00,currency_2,0.168478210050691
21-Mar-2006 16:00:00,21-Mar-2006 20:00:00,currency_2,0.108286642301567
23-Mar-2006 17:30:00,23-Mar-2006 20:00:00,currency_2,0.301632949005848
27-Mar-2006 15:00:00,27-Mar-2006 20:00:00,currency_2,-0.178193883708293
17-Apr-2006 16:00:00,17-Apr-2006 20:00:00,currency_2,-0.280586325342288
24-Apr-2006 15:00:00,24-Apr-2006 20:00:00,currency_2,1.4935530014045
27-Apr-2006 17:30:00,27-Apr-2006 20:00:00,currency_2,-0.170246797391445
01-May-2006 15:00:00,01-May-2006 20:00:00,currency_2,-1.28550825891089
05-May-2006 15:00:00,05-May-2006 20:00:00,currency_2,0.347886279168531
08-May-2006 15:00:00,08-May-2006 20:00:00,currency_2,-0.330544774513235
11-May-2006 15:00:00,11-May-2006 20:00:00,currency_2,-0.694335819105864
17-May-2006 17:30:00,17-May-2006 20:00:00,currency_2,0.594413983724798
19-May-2006 15:30:00,19-May-2006 20:00:00,currency_2,-0.434823775994942
24-May-2006 15:00:00,24-May-2006 20:00:00,currency_2,0.507131684142799
25-May-2006 15:00:00,25-May-2006 20:00:00,currency_2,0.160962928140127
26-May-2006 15:30:00,26-May-2006 20:00:00,currency_2,0.146544940973081
30-May-2006 15:30:00,30-May-2006 20:00:00,currency_2,-0.585534949022019
02-Jun-2006 15:00:00,02-Jun-2006 20:00:00,currency_2,-0.0659318492982904
06-Jun-2006 15:00:00,06-Jun-2006 20:00:00,currency_2,0.18471960655993
08-Jun-2006 15:00:00,08-Jun-2006 20:00:00,currency_2,-0.112118461613666
13-Jun-2006 16:00:00,13-Jun-2006 20:00:00,currency_2,0.123985512977927
22-Jun-2006 15:00:00,22-Jun-2006 20:00:00,currency_2,0.467196835696455
30-Jun-2006 15:00:00,30-Jun-2006 20:00:00,currency_2,-0.312873815733519
05-Jul-2006 15:00:00,05-Jul-2006 20:00:00,currency_2,0.380536990247677
07-Jul-2006 15:00:00,07-Jul-2006 20:00:00,currency_2,0.275328896815121
