Position_Open,Position_Close,Market,Return
12-Jan-2010 15:00:00,12-Jan-2010 20:00:00,stock_1,0.356126783258989
15-Jan-2010 15:30:00,15-Jan-2010 20:00:00,stock_1,0.439669684078035
19-Jan-2010 18:00:00,19-Jan-2010 20:00:00,stock_1,0
20-Jan-2010 15:00:00,20-Jan-2010 20:00:00,stock_1,0.592383000049194
21-Jan-2010 16:00:00,21-Jan-2010 20:00:00,stock_1,1.13659473533661
22-Jan-2010 19:30:00,22-Jan-2010 20:00:00,stock_1,0.265919741993624
25-Jan-2010 15:00:00,25-Jan-2010 20:00:00,stock_1,-0.658282138271453
28-Jan-2010 15:30:00,28-Jan-2010 20:00:00,stock_1,0.404845255468259
29-Jan-2010 15:30:00,29-Jan-2010 20:00:00,stock_1,-1.29643309608055
01-Feb-2010 15:00:00,01-Feb-2010 20:00:00,stock_1,0.0287547050103378
02-Feb-2010 16:00:00,02-Feb-2010 20:00:00,stock_1,0.251868804972229
03-Feb-2010 17:00:00,03-Feb-2010 20:00:00,stock_1,-0.357587079948273
04-Feb-2010 15:00:00,04-Feb-2010 20:00:00,stock_1,1.31901235098955
05-Feb-2010 15:00:00,05-Feb-2010 20:00:00,stock_1,1.06290408469915
09-Feb-2010 15:00:00,09-Feb-2010 20:00:00,stock_1,0.9367038702439
11-Feb-2010 15:00:00,11-Feb-2010 20:00:00,stock_1,-1.04124969420985
12-Feb-2010 15:00:00,12-Feb-2010 20:00:00,stock_1,-0.323191643890388
16-Feb-2010 18:30:00,16-Feb-2010 20:00:00,stock_1,-0.0248249801311864
17-Feb-2010 15:30:00,17-Feb-2010 20:00:00,stock_1,-0.17263913954369
23-Feb-2010 15:30:00,23-Feb-2010 20:00:00,stock_1,-0.101689598590771
25-Feb-2010 15:00:00,25-Feb-2010 20:00:00,stock_1,-0.732369797626209
01-Mar-2010 16:00:00,01-Mar-2010 20:00:00,stock_1,0.0765506657912029
05-Mar-2010 15:00:00,05-Mar-2010 20:00:00,stock_1,0.731074325711825
