Date,^FTSE-Open,^FTSE-Close,^FTSE-Rets
2005-01-11,4840.7001953125,,
2005-01-12,4818.7001953125,4818.7001953125,0.0
2005-01-13,4783.60009765625,4783.60009765625,0.0
2005-01-14,4800.2998046875,4800.2998046875,0.0
2005-01-17,4820.7998046875,4820.7998046875,0.0
2005-01-18,4846.7001953125,4846.7001953125,0.0
2005-01-19,4823.89990234375,4823.89990234375,0.0
2005-01-20,4818.2998046875,4818.2998046875,0.0
2005-01-21,4800.7998046875,4800.7998046875,0.0
2005-01-24,4803.2998046875,4803.2998046875,0.0
2005-01-25,4812.5,4812.5,0.0
2005-01-26,4843.2001953125,4843.2001953125,0.0
2005-01-27,4847.10009765625,4847.10009765625,0.0
2005-01-28,4853.39990234375,4853.39990234375,0.0
2005-01-31,4832.7998046875,4832.7998046875,0.0
2005-02-01,4852.2998046875,4852.2998046875,0.0
2005-02-02,4906.2001953125,4906.2001953125,0.0
2005-02-03,4916.2001953125,4916.2001953125,0.0
2005-02-04,4908.2998046875,4908.2998046875,0.0
2005-02-07,4941.5,4941.5,0.0
2005-02-08,4979.7998046875,4979.7998046875,0.0
2005-02-09,4995.5,4995.5,0.0
2005-02-10,4990.39990234375,4990.39990234375,0.0
2005-02-11,5000.10009765625,5000.0,2.0019330861940424e-05
2005-02-14,5044.2001953125,5044.2001953125,0.0
2005-02-15,5041.7998046875,5041.7998046875,0.0
2005-02-16,5058.89990234375,5058.89990234375,0.0
2005-02-17,5053.2001953125,5053.2001953125,0.0
2005-02-18,5057.39990234375,5057.39990234375,0.0
2005-02-21,5057.2001953125,5057.2001953125,0.0
2005-02-22,5060.7998046875,5060.7998046875,0.0
2005-02-23,5032.89990234375,5032.89990234375,0.0
2005-02-24,4988.5,4988.5,0.0
2005-02-25,4972.10009765625,4972.10009765625,0.0
2005-02-28,5006.7998046875,5006.7998046875,0.0
2005-03-01,4968.5,4968.5,0.0
2005-03-02,5000.5,5000.5,0.0
2005-03-03,4992.7998046875,4992.7998046875,0.0
2005-03-04,5014.7998046875,5014.7998046875,0.0
2005-03-07,5036.2998046875,5036.2998046875,0.0
2005-03-08,5027.2001953125,5027.2001953125,0.0
2005-03-09,5010.89990234375,5010.89990234375,0.0
2005-03-10,4996.10009765625,4996.10009765625,0.0
2005-03-11,4962.10009765625,4962.10009765625,0.0
2005-03-14,4982.0,4982.10009765625,-2.009166011424436e-05
2005-03-15,4975.0,4975.0,0.0
2005-03-16,5000.2001953125,5000.2001953125,0.0
2005-03-17,4937.60009765625,4937.60009765625,0.0
2005-03-18,4922.10009765625,4922.10009765625,0.0
2005-03-21,4923.2998046875,4923.2998046875,0.0
2005-03-22,4933.5,4933.5,0.0
2005-03-23,4937.2998046875,4937.2998046875,0.0
2005-03-24,4910.39990234375,4910.39990234375,0.0
2005-03-29,4922.5,4922.5,0.0
2005-03-30,4919.0,4919.0,0.0
2005-03-31,4900.7001953125,4900.7001953125,0.0
2005-04-01,4894.39990234375,4894.39990234375,0.0
2005-04-04,4914.0,4914.0,0.0
2005-04-05,4896.7001953125,4896.7001953125,0.0
2005-04-06,4942.89990234375,4942.89990234375,0.0
2005-04-07,4947.39990234375,4947.39990234375,0.0
2005-04-08,4977.0,4977.0,0.0
2005-04-11,4983.60009765625,4983.7001953125,-2.0085209296675062e-05
2005-04-12,4973.2001953125,4973.2998046875,-2.002903031286482e-05
2005-04-13,4946.2001953125,4946.2001953125,0.0
2005-04-14,4960.7998046875,4960.7998046875,0.0
2005-04-15,4945.39990234375,4945.39990234375,0.0
2005-04-18,4891.60009765625,4891.60009765625,0.0
2005-04-19,4827.10009765625,4827.10009765625,0.0
2005-04-20,4855.60009765625,4855.60009765625,0.0
2005-04-21,4822.0,4822.0,0.0
2005-04-22,4819.60009765625,4819.60009765625,0.0
2005-04-25,4849.2998046875,4849.2998046875,0.0
2005-04-26,4864.89990234375,4864.89990234375,0.0
2005-04-27,4845.5,4845.5,0.0
2005-04-28,4789.39990234375,4789.39990234375,0.0
2005-04-29,4790.2001953125,4790.2001953125,0.0
2005-05-03,4801.7001953125,4801.7001953125,0.0
2005-05-04,4861.2001953125,4861.2998046875,-2.04904859867901e-05
2005-05-05,4882.5,4882.5,0.0
2005-05-06,4902.2998046875,4902.2998046875,0.0
2005-05-09,4918.89990234375,4918.89990234375,0.0
2005-05-10,4910.2998046875,4910.2998046875,0.0
2005-05-11,4892.39990234375,4892.39990234375,0.0
2005-05-12,4875.39990234375,4875.39990234375,0.0
2005-05-13,4893.2001953125,4893.2998046875,-2.0356485976238367e-05
2005-05-16,4886.5,4886.5,0.0
2005-05-17,4884.2001953125,4884.2001953125,0.0
2005-05-18,4898.5,4898.5,0.0
2005-05-19,4949.39990234375,4949.39990234375,0.0
2005-05-20,4962.7001953125,4962.7001953125,0.0
2005-05-23,4971.7998046875,4971.7998046875,0.0
2005-05-24,4989.7998046875,4989.7998046875,0.0
2005-05-25,4982.5,4982.5,0.0
2005-05-26,4971.5,4971.5,0.0
2005-05-27,4994.89990234375,4994.89990234375,0.0
2005-05-31,4986.2998046875,4986.2998046875,0.0
2005-06-01,4964.0,4964.0,0.0
2005-06-02,5011.0,5011.0,0.0
2005-06-03,5005.0,5005.0,0.0
2005-06-06,4999.39990234375,4999.39990234375,0.0
2005-06-07,4980.39990234375,4980.39990234375,0.0
2005-06-08,5025.2001953125,5025.2998046875,-1.98217750366833e-05
2005-06-09,5003.7001953125,5003.7001953125,0.0
2005-06-10,5009.2001953125,5009.2001953125,0.0
2005-06-13,5030.39990234375,5030.39990234375,0.0
2005-06-14,5050.39990234375,5050.39990234375,0.0
2005-06-15,5046.7998046875,5046.7998046875,0.0
2005-06-16,5019.5,5019.5,0.0
2005-06-17,5045.0,5045.0,0.0
2005-06-20,5077.60009765625,5077.60009765625,0.0
2005-06-21,5072.0,5072.0,0.0
2005-06-22,5082.10009765625,5082.10009765625,0.0
2005-06-23,5099.2998046875,5099.2998046875,0.0
2005-06-24,5114.39990234375,5114.39990234375,0.0
2005-06-27,5079.0,5079.0,0.0
2005-06-28,5043.5,5043.5,0.0
2005-06-29,5090.39990234375,5090.39990234375,0.0
2005-06-30,5109.10009765625,5109.10009765625,0.0
2005-07-01,5113.2001953125,5113.2001953125,0.0
2005-07-04,5161.0,5161.0,0.0
2005-07-05,5184.2998046875,5184.2998046875,0.0
2005-07-06,5190.10009765625,5190.10009765625,0.0
2005-07-07,5229.60009765625,5229.60009765625,0.0
2005-07-08,5158.2998046875,5158.2998046875,0.0
2005-07-11,5232.2001953125,5232.2001953125,0.0
2005-07-12,5242.39990234375,5242.39990234375,0.0
2005-07-13,5217.2001953125,5217.2001953125,0.0
2005-07-14,5245.89990234375,5245.89990234375,0.0
2005-07-15,5259.7001953125,5259.7001953125,0.0
2005-07-18,5230.7998046875,5230.89990234375,-1.9136021689856845e-05
2005-07-19,5214.2001953125,5214.2001953125,0.0
2005-07-20,5201.5,5201.60009765625,-1.924381296223847e-05
2005-07-21,5215.2001953125,5215.2001953125,0.0
2005-07-22,5221.60009765625,5221.60009765625,0.0
2005-07-25,5241.7998046875,5241.7998046875,0.0
2005-07-26,5270.7001953125,5270.7001953125,0.0
2005-07-27,5256.2001953125,5256.2001953125,0.0
2005-07-28,5263.60009765625,5263.60009765625,0.0
2005-07-29,5270.2998046875,5270.2998046875,0.0
2005-08-01,5282.2998046875,5282.2998046875,0.0
2005-08-02,5290.7998046875,5290.89990234375,-1.891901282857261e-05
2005-08-03,5327.5,5327.5,0.0
2005-08-04,5332.2998046875,5332.2998046875,0.0
2005-08-05,5315.5,5315.5,0.0
2005-08-08,5314.7001953125,5314.7998046875,-1.8742062185946555e-05
2005-08-09,5344.2998046875,5344.2998046875,0.0
2005-08-10,5363.7001953125,5363.7001953125,0.0
2005-08-11,5377.5,5377.5,0.0
2005-08-12,5358.60009765625,5358.60009765625,0.0
2005-08-15,5345.7998046875,5345.7998046875,0.0
2005-08-16,5344.2001953125,5344.2001953125,0.0
2005-08-17,5322.2998046875,5322.39990234375,-1.8807041815773505e-05
2005-08-18,5292.7001953125,5292.7001953125,0.0
2005-08-19,5269.2998046875,5269.2998046875,0.0
2005-08-22,5312.60009765625,5312.60009765625,0.0
2005-08-23,5318.39990234375,5318.39990234375,0.0
2005-08-24,5300.2001953125,5300.2001953125,0.0
2005-08-25,5275.2001953125,5275.2001953125,0.0
2005-08-26,5255.7001953125,5255.7001953125,0.0
2005-08-30,5228.10009765625,5228.10009765625,0.0
2005-08-31,5255.7998046875,5255.7998046875,0.0
2005-09-01,5296.89990234375,5296.89990234375,0.0
2005-09-02,5328.5,5328.5,0.0
2005-09-05,5326.7998046875,5326.89990234375,-1.879115406019522e-05
2005-09-06,5337.7998046875,5337.7998046875,0.0
2005-09-07,5359.2001953125,5359.2001953125,0.0
2005-09-08,5365.89990234375,5365.89990234375,0.0
2005-09-09,5340.7998046875,5340.7998046875,0.0
2005-09-12,5359.2998046875,5359.2998046875,0.0
2005-09-13,5375.10009765625,5375.10009765625,0.0
2005-09-14,5338.0,5338.0,0.0
2005-09-15,5347.39990234375,5347.39990234375,0.0
2005-09-16,5383.5,5383.5,0.0
2005-09-19,5407.89990234375,5407.89990234375,0.0
2005-09-20,5429.7001953125,5429.7001953125,0.0
2005-09-21,5416.39990234375,5416.39990234375,0.0
2005-09-22,5369.7001953125,5369.7001953125,0.0
2005-09-23,5385.7001953125,5385.7001953125,0.0
2005-09-26,5413.60009765625,5413.60009765625,0.0
2005-09-27,5453.10009765625,5453.10009765625,0.0
2005-09-28,5447.2998046875,5447.2998046875,0.0
2005-09-29,5494.7998046875,5494.7998046875,0.0
